,date,disaster,province,total_cost,claims,duration,losses_day
1317,2023-03-13,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Lugo,3799.0,9,1,3799.0
1319,2023-03-30,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Lugo,20036.0,22,2,10018.0
1327,2023-10-24,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Lugo,108721.0,144,8,13590.125
1329,2023-10-30,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Lugo,599.0,4,2,299.5
1334,2023-11-05,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Lugo,938417.0,1060,5,187683.4
1335,2023-12-07,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Lugo,841.0,1,1,841.0
1336,2023-12-27,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Lugo,220.0,1,1,220.0
1337,2023-12-30,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Lugo,1580.0,1,1,1580.0
1338,2023-01-13,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Madrid,18447.0,1,1,18447.0
1339,2023-03-09,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Madrid,3505.0,1,1,3505.0
1340,2023-05-06,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Madrid,1401.0,1,1,1401.0
1349,2023-06-02,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Madrid,6014351.0,1204,9,668261.2222222222
1351,2023-06-05,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Madrid,10149.0,5,2,5074.5
1352,2023-06-08,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Madrid,22511.0,5,1,22511.0
1357,2023-06-16,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Madrid,412802.0,36,5,82560.4
1362,2023-06-22,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Madrid,225368.0,57,5,45073.6
1368,2023-06-30,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Madrid,30212.0,8,6,5035.333333333333
1369,2023-07-03,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Madrid,11747.0,2,1,11747.0
1370,2023-07-05,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Madrid,6904.0,1,1,6904.0
1371,2023-07-10,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Madrid,1105.0,1,1,1105.0
1372,2023-08-06,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Madrid,82.0,1,1,82.0
1373,2023-08-28,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Madrid,287.0,1,1,287.0
1374,2023-08-30,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Madrid,610.0,1,1,610.0
1391,2023-09-17,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Madrid,51550509.0,6192,17,3032382.882352941
1392,2023-09-19,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Madrid,1537.0,1,1,1537.0
1393,2023-09-24,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Madrid,2722.0,1,1,2722.0
1395,2023-09-28,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Madrid,7432.0,4,2,3716.0
1397,2023-10-03,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Madrid,17168.0,3,2,8584.0
1398,2023-10-05,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Madrid,384.0,1,1,384.0
1399,2023-10-07,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Madrid,1986.0,1,1,1986.0
1400,2023-10-10,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Madrid,7087.0,2,1,7087.0
1401,2023-10-13,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Madrid,2408.0,1,1,2408.0
1407,2023-10-23,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Madrid,6848261.0,806,6,1141376.8333333333
1409,2023-10-27,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Madrid,5578.0,2,2,2789.0
1411,2023-10-30,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Madrid,15230.0,2,2,7615.0
1415,2023-11-04,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Madrid,57144.0,14,4,14286.0
1416,2023-11-10,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Madrid,3084.0,1,1,3084.0
1418,2023-11-15,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Madrid,412.0,2,2,206.0
1419,2023-11-19,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Madrid,44261.0,1,1,44261.0
1420,2023-11-23,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Madrid,939.0,2,1,939.0
1422,2023-12-01,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Madrid,1622579.0,131,2,811289.5
1423,2023-12-07,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Madrid,70.0,1,1,70.0
1424,2023-12-09,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Madrid,19038.0,1,1,19038.0
1425,2023-12-12,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Madrid,7144.0,1,1,7144.0
1435,2023-01-23,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Madrid,421074.0,572,10,42107.4
1440,2023-11-05,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Madrid,228198.0,285,5,45639.6
1442,2023-02-11,CAUSAS NATURALES/EMBATE DE MAR,Malaga,117617.0,7,2,58808.5
1445,2023-02-09,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Malaga,425166.0,25,3,141722.0
1446,2023-05-19,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Malaga,4355.0,1,1,4355.0
1448,2023-05-22,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Malaga,2203.0,3,2,1101.5
1449,2023-05-26,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Malaga,229.0,1,1,229.0
1450,2023-09-15,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Malaga,82224.0,9,1,82224.0
1452,2023-10-20,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Malaga,2301.0,2,2,1150.5
1453,2023-09-02,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Malaga,1277.0,2,1,1277.0
1456,2023-05-29,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Melilla,60654.0,36,3,20218.0
1457,2023-09-02,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Melilla,1208.0,1,1,1208.0
1458,2023-04-29,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Murcia,10878.0,6,1,10878.0
1459,2023-05-01,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Murcia,917.0,1,1,917.0
1460,2023-05-13,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Murcia,22180.0,1,1,22180.0
1462,2023-05-19,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Murcia,18726.0,5,2,9363.0
1478,2023-06-06,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Murcia,9538048.0,2299,16,596128.0
1479,2023-06-13,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Murcia,9197.0,3,1,9197.0
1480,2023-06-21,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Murcia,168356.0,47,1,168356.0
1481,2023-06-26,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Murcia,472.0,1,1,472.0
1482,2023-07-20,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Murcia,2460.0,1,1,2460.0
1484,2023-09-03,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Murcia,2941.0,3,2,1470.5
1486,2023-09-13,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Murcia,69294.0,41,2,34647.0
1489,2023-09-17,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Murcia,561017.0,101,3,187005.66666666666
1496,2023-01-20,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Murcia,446015.0,572,7,63716.42857142857
1498,2023-01-23,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Murcia,3578.0,6,2,1789.0
1503,2023-11-05,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Murcia,408940.0,543,5,81788.0
1504,2023-05-14,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Navarra,14450.0,5,1,14450.0
1505,2023-05-16,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Navarra,603.0,1,1,603.0
1509,2023-05-22,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Navarra,1750631.0,220,4,437657.75
1514,2023-05-31,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Navarra,319967.0,93,5,63993.4
1515,2023-06-03,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Navarra,3881.0,3,1,3881.0
1516,2023-06-05,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Navarra,2119.0,1,1,2119.0
1520,2023-06-14,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Navarra,220975.0,17,4,55243.75
1522,2023-06-18,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Navarra,18083.0,10,2,9041.5
1524,2023-06-21,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Navarra,126797.0,27,2,63398.5
1527,2023-07-07,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Navarra,194121.0,53,3,64707.0
1528,2023-07-10,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Navarra,730.0,1,1,730.0
1529,2023-07-27,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Navarra,24117.0,2,1,24117.0
1530,2023-08-02,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Navarra,7613.0,1,1,7613.0
1533,2023-08-17,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Navarra,39693.0,17,3,13231.0
1534,2023-08-21,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Navarra,423.0,1,1,423.0
1540,2023-09-06,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Navarra,719858.0,191,6,119976.33333333333
1544,2023-09-11,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Navarra,164496.0,38,4,41124.0
1548,2023-09-18,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Navarra,66907.0,10,4,16726.75
1549,2023-09-20,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Navarra,1092.0,1,1,1092.0
1550,2023-10-30,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Navarra,3641.0,1,1,3641.0
1551,2023-01-15,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Navarra,108.0,1,1,108.0
1552,2023-01-17,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Navarra,1665.0,7,1,1665.0
1554,2023-01-20,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Navarra,8189.0,6,2,4094.5
1556,2023-01-23,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Navarra,4927.0,6,2,2463.5
1557,2023-03-26,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Navarra,1758.0,1,1,1758.0
1558,2023-07-07,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Navarra,76400.0,12,1,76400.0
1560,2023-10-18,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Navarra,9030.0,5,2,4515.0
1561,2023-10-20,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Navarra,646.0,1,1,646.0
1564,2023-10-24,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Navarra,2350.0,4,3,783.3333333333334
1569,2023-11-05,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Navarra,55845.0,73,5,11169.0
1573,2023-01-04,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Ourense,780217.0,116,4,195054.25
1574,2023-01-06,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Ourense,96947.0,4,1,96947.0
1576,2023-01-17,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Ourense,87438.0,4,2,43719.0
1577,2023-01-20,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Ourense,9085.0,1,1,9085.0
1578,2023-03-08,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Ourense,1793.0,1,1,1793.0
1584,2023-06-01,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Ourense,695019.0,188,6,115836.5
1587,2023-06-05,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Ourense,10775.0,8,3,3591.6666666666665
1589,2023-06-08,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Ourense,6738.0,3,2,3369.0
1591,2023-06-13,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Ourense,15911.0,5,2,7955.5
1592,2023-09-01,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Ourense,875.0,1,1,875.0
1593,2023-09-03,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Ourense,18255.0,1,1,18255.0
1596,2023-09-10,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Ourense,26106.0,13,3,8702.0
1597,2023-09-13,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Ourense,71164.0,1,1,71164.0
1598,2023-10-18,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Ourense,4663.0,1,1,4663.0
1599,2023-10-26,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Ourense,4663.0,1,1,4663.0
1600,2023-11-02,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Ourense,70500.0,2,1,70500.0
1601,2023-11-04,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Ourense,30182.0,2,1,30182.0
1602,2023-01-01,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Ourense,4035.0,9,1,4035.0
1610,2023-01-21,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Ourense,52391.0,86,8,6548.875
1611,2023-01-23,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Ourense,8489.0,7,1,8489.0
1615,2023-10-20,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Ourense,26361.0,57,4,6590.25
1618,2023-10-24,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Ourense,4231.0,8,3,1410.3333333333333
1619,2023-10-28,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Ourense,4265.0,7,1,4265.0
1625,2023-11-05,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Ourense,149675.0,209,6,24945.833333333332
1627,2023-05-28,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Palencia,18457.0,2,2,9228.5
1629,2023-06-01,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Palencia,41401.0,12,2,20700.5
1631,2023-06-04,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Palencia,2887.0,2,2,1443.5
1636,2023-06-12,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Palencia,213788.0,82,5,42757.6
1637,2023-06-16,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Palencia,8896.0,1,1,8896.0
1638,2023-06-27,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Palencia,2531.0,1,1,2531.0
1639,2023-09-08,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Palencia,1959.0,1,1,1959.0
1641,2023-09-12,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Palencia,4300.0,2,2,2150.0
1642,2023-09-15,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Palencia,24488.0,8,1,24488.0
1643,2023-11-02,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Palencia,3801.0,1,1,3801.0
1644,2023-01-01,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Palencia,1855.0,2,1,1855.0
1647,2023-01-20,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Palencia,2893.0,3,3,964.3333333333334
1651,2023-10-20,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Palencia,6079.0,12,4,1519.75
1652,2023-10-23,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Palencia,1752.0,1,1,1752.0
1653,2023-10-28,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Palencia,407.0,1,1,407.0
1654,2023-10-30,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Palencia,425.0,1,1,425.0
1659,2023-11-05,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Palencia,16548.0,34,5,3309.6
1660,2023-06-06,CAUSAS NATURALES/EMBATE DE MAR,"Palmas, Las",2274.0,2,1,2274.0
1661,2023-02-04,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,"Palmas, Las",7344.0,2,1,7344.0
1665,2023-12-03,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,"Palmas, Las",159348.0,55,4,39837.0
1667,2023-12-22,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,"Palmas, Las",44617.0,4,2,22308.5
1668,2023-10-20,CAUSAS NATURALES/EMBATE DE MAR,Pontevedra,3950.0,1,1,3950.0
1669,2023-11-02,CAUSAS NATURALES/EMBATE DE MAR,Pontevedra,1487.0,1,1,1487.0
1670,2023-11-04,CAUSAS NATURALES/EMBATE DE MAR,Pontevedra,51800.0,1,1,51800.0
1674,2023-01-04,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Pontevedra,3771346.0,516,4,942836.5
1676,2023-01-07,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Pontevedra,13528.0,5,2,6764.0
1677,2023-01-14,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Pontevedra,3138.0,2,1,3138.0
1679,2023-01-17,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Pontevedra,64164.0,7,2,32082.0
1680,2023-01-20,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Pontevedra,2753.0,1,1,2753.0
1681,2023-02-02,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Pontevedra,2566.0,1,1,2566.0
1682,2023-03-02,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Pontevedra,2417.0,1,1,2417.0
1683,2023-05-24,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Pontevedra,2007.0,1,1,2007.0
1686,2023-05-28,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Pontevedra,15114.0,6,3,5038.0
1688,2023-06-03,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Pontevedra,10453.0,4,2,5226.5
1689,2023-06-06,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Pontevedra,1581.0,1,1,1581.0
1690,2023-06-08,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Pontevedra,12365.0,5,1,12365.0
1691,2023-06-14,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Pontevedra,363.0,1,1,363.0
1692,2023-06-19,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Pontevedra,4613.0,1,1,4613.0
1694,2023-09-09,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Pontevedra,17659.0,6,2,8829.5
1695,2023-09-11,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Pontevedra,755.0,1,1,755.0
1698,2023-09-20,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Pontevedra,5053.0,3,3,1684.3333333333333
1699,2023-10-06,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Pontevedra,3613.0,1,1,3613.0
1700,2023-10-13,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Pontevedra,15382.0,3,1,15382.0
1701,2023-10-16,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Pontevedra,6799.0,1,1,6799.0
1704,2023-10-20,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Pontevedra,146510.0,46,3,48836.666666666664
1717,2023-11-06,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Pontevedra,1923627.0,251,13,147971.3076923077
1718,2023-11-09,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Pontevedra,576.0,1,1,576.0
1719,2023-11-11,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Pontevedra,3729.0,1,1,3729.0
1720,2023-11-13,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Pontevedra,5247.0,1,1,5247.0
1721,2023-11-20,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Pontevedra,7709.0,1,1,7709.0
1722,2023-11-28,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Pontevedra,1451.0,1,1,1451.0
1723,2023-12-12,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Pontevedra,6777.0,1,1,6777.0
1724,2023-01-01,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Pontevedra,34473.0,39,1,34473.0
1731,2023-01-20,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Pontevedra,14058.0,26,7,2008.2857142857142
1732,2023-01-23,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Pontevedra,4427.0,5,1,4427.0
1740,2023-10-24,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Pontevedra,91419.0,136,8,11427.375
1741,2023-10-26,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Pontevedra,4318.0,8,1,4318.0
1746,2023-11-05,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Pontevedra,1818631.0,2286,5,363726.2
1747,2023-05-23,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,"Rioja, La",5312.0,1,1,5312.0
1748,2023-05-29,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,"Rioja, La",17294.0,9,1,17294.0
1749,2023-05-31,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,"Rioja, La",1388.0,1,1,1388.0
1751,2023-06-06,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,"Rioja, La",23671.0,9,2,11835.5
1756,2023-06-14,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,"Rioja, La",44867.0,10,5,8973.4
1763,2023-06-23,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,"Rioja, La",4073926.0,717,7,581989.4285714285
1764,2023-06-25,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,"Rioja, La",1095.0,1,1,1095.0
1765,2023-06-29,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,"Rioja, La",768.0,1,1,768.0
1769,2023-07-09,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,"Rioja, La",1711863.0,164,4,427965.75
1770,2023-07-16,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,"Rioja, La",1698.0,1,1,1698.0
1771,2023-07-21,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,"Rioja, La",1810.0,1,1,1810.0
1772,2023-07-27,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,"Rioja, La",2697.0,1,1,2697.0
1773,2023-08-12,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,"Rioja, La",169.0,1,1,169.0
1775,2023-09-02,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,"Rioja, La",32372.0,18,2,16186.0
1776,2023-09-04,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,"Rioja, La",15205.0,6,1,15205.0
